stationid,lat,lon,name,state,elevation,distance,rating
60658005,33.99611,-117.4925,"5116, Poinsetta Place, Bly, Jurupa Valley, Riverside County, California, 92509, United States",California,220.21,57,0.9087478559176673
60659001,33.676390000000005,-117.33083,"West Flint Street, North Elsinore, Lake Elsinore, Riverside County, California, 92530, United States",California,403.71,40,0.9121783876500857
60670010,38.56833,-121.49306,"Solons Alley, Sacramento, Sacramento County, California, 95818, United States",California,5.24,88,0.9090909090909091
60675003,38.49444,-121.21111,"Sacramento Metro Fire Station Number 58, Sloughhouse Road, Sacramento County, California, 95830, United States",California,58.89,103,0.9204116638078902
60710005,34.24306,-117.27222,"Lake Gregory Trail, Crestline, San Bernardino County, California, 92325, United States",California,1388.56,91,0.9125214408233276
60731006,32.842220000000005,-116.76806,"Queen of Angels Catholic Church, West Victoria Drive, San Diego County, California, 91901, United States",California,623.96,38,0.9176672384219554
60731008,33.21694,-117.39611,"Fallbrook Junction, Marine Corps Base Camp Pendleton, San Diego County, California, 92051, United States",California,17.07,2,0.9063464837049743
60731022,32.789440000000006,-116.94417,"Lexington Elementary School, South 1st Street, El Cajon, San Diego County, California, 92020, United States",California,143.38,21,0.9018867924528302
60771002,37.95056,-121.26889,"San Joaquin County Public Health Services, 1601, East Hazelton Avenue, Mormon, Stockton, San Joaquin County, California, 95202, United States",California,6.8,84,0.907032590051458
60773005,37.682500000000005,-121.44055000000002,"Tracy Municipal Airport, South Tracy Boulevard, Tracy, San Joaquin County, California, 95377, United States",California,63.29,56,0.9018867924528302
60798002,35.494440000000004,-120.66611,"Colony Park Community Center, 5599, Traffic Way, Asuncion, Atascadero, San Luis Obispo County, California, 93422, United States",California,257.69,21,0.9121783876500857
60831008,34.942780000000006,-120.43555,"Jack in the Box, East Morrison Avenue, Santa Maria, Santa Barbara County, California, 93454, United States",California,67.97,18,0.907032590051458
60950004,38.102500000000006,-122.23778,"1686, Solano Avenue, Vallejo, Solano County, California, 94590, United States",California,6.38,4,0.8823327615780446
60953002,38.352500000000006,-121.96167,"399, Elmira Road, Vacaville, Solano County, California, 95687, United States",California,39.1,41,0.9200686106346484
60970004,38.40361,-122.81805,"6662, Sebastopol Avenue, The Barlow, Sebastopol, Sonoma County, California, 95472, United States",California,23.47,20,0.8963979416809605
60990005,37.641940000000005,-120.99416,"First Church of Christ Scientist, 14th Street, Modesto, Stanislaus County, California, 95354, United States",California,27.78,92,0.9132075471698113
60990006,37.48806,-120.83556000000002,"928, South Minaret Avenue, Turlock, Stanislaus County, California, 95380, United States",California,32.13,104,0.9173241852487135
61010003,39.13861,-121.61861,"First Church of Christ Scientist, Church Street, Yuba City, Sutter County, California, 905, United States",California,18.17,129,0.9156089193825043
61030007,40.17083,-122.25555,"Haley Lane, Red Bluff, Tehama County, California, 96080, United States",California,99.52,141,0.9066895368782162
61070009,36.48917,-118.82667,"Ash Lane, Tulare County, California, United States",California,506.23,220,0.8933104631217839
61072002,36.3325,-119.29083,"Tulare County Jail, East Oak Avenue, Visalia, Tulare County, California, 93279, United States",California,101.41,175,0.9111492281303601
61110009,34.40417,-118.81000000000002,"Edwards Canyon Road, Buckhorn, Piru, Ventura County, California, United States",California,190.89,40,0.918696397941681
61111004,34.448060000000005,-119.23028,"161, Fairway Lane, Ojai, Ventura County, California, 93023, United States",California,233.31,19,0.9204116638078902
61112002,34.2775,-118.68445,"Simi Valley High School, Springtime Cndo, Simi Valley, Ventura County, California, 93063, United States",California,310.91,27,0.9224699828473414
80310002,39.75083,-104.98695,"801, 21st Street, Five Points, Denver, Colorado, 80205, United States",Colorado,1592.46,1199,0.8802744425385934
90031003,41.78444,-72.62945,"Anna E. Norris School, 20, Remington Road, East Hartford, Hartford County, Connecticut, 06108, United States",Connecticut,13.56,56,0.9204116638078902
90110124,41.35333000000001,-72.07889,"Fort Griswold Battlefield State Park, Miner Street, Groton Bank Historic District, City of Groton, Groton, New London County, Connecticut, 06340, United States",Connecticut,35.94,2,0.9063464837049743
100010002,38.984440000000006,-75.55556,"Lake Forest High School, Killens Pond Road, Lake Forest Mobile Home Est, Kent County, Delaware, 19943, United States",Delaware,13.44,17,0.9234991423670669
100051002,38.64417,-75.61305,"320, 3rd Street, Hurley Heights, Seaford, Sussex County, Delaware, 19973, United States",Delaware,8.49,30,0.9159519725557461
120050006,30.12889,-85.73805,"3476, State Park Circle, Bay County, Florida, 32408, United States",Florida,3.62,0,0.909433962264151
120573002,27.965830000000004,-82.23055000000001,"Cross County Greenway, Durant, Hillsborough County, Florida, 33530, United States",Florida,29.67,18,0.8686106346483705
121130015,30.394170000000003,-87.00806,"Woodlawn Beach Middle School, 1500, Woodlawn Way, Gulf Breeze, Santa Rosa County, Florida, 32563, United States",Florida,8.66,0,0.913893653516295
121152002,27.089170000000003,-82.36250000000001,"Jackson Road, Venetian Falls, Sarasota County, Florida, 34292, United States",Florida,3.89,8,0.9180102915951973
130890002,33.690560000000005,-84.27306,"Georgia State University Decatur, 3251, Panthersville Road, Rovena Acres, Decatur, DeKalb County, Georgia, 30034, United States",Georgia,242.42,347,0.8974271012006861
131210055,33.720560000000006,-84.35778,"946, Sloan Circle Southeast, Atlanta, Fulton County, Georgia, 30316, United States",Georgia,294.06,356,0.9241852487135506
131510002,33.43444,-84.16167,"2, Work Camp Road, McDonough, Henry County, Georgia, 30253, United States",Georgia,256.05,323,0.8960548885077186
132150008,32.521390000000004,-84.94334,"Columbus Metropolitan Airport, Columbus-Manchester Expressway, Gentian, Columbus, Muscogee County, Georgia, 31909, United States",Georgia,133.7,252,0.8885077186963979
160010010,43.60056,-116.34778,"East Promenade Street, Meridian, Ada County, Idaho, 83642, United States",Idaho,811.96,623,0.911835334476844
171132003,40.516670000000005,-88.9975,"Carter Harris Physical Plant, Gregory Street, Normal, McLean County, Illinois, 61790, United States",Illinois,240.39,1027,0.9176672384219554
171150013,39.866670000000006,-88.92555,"North 22nd Street, Decatur, Macon County, Illinois, 62526, United States",Illinois,203.2,1011,0.8909090909090909
171630010,38.61167,-90.16055,"793, South 13th Street, East Saint Louis, Saint Clair County, Illinois, 62201, United States",Illinois,124.4,891,0.902229845626072
171971011,41.22194,-88.19055,"Essex Road, Will County, Illinois, 60481, United States",Illinois,179.06,975,0.909433962264151
180970087,39.787780000000005,-86.13084,"1642, East Ludlow Avenue, Spades Park, Indianapolis, Marion County, Indiana, 46201, United States",Indiana,224.29,773,0.9101200686106347
181630021,38.01306,-87.57694000000001,"West Buena Vista Road, Evansville, Vanderburgh County, Indiana, 47710, United States",Indiana,115.45,803,0.918696397941681
191130040,41.976670000000006,-91.68777,"1116, C Avenue Northwest, Cedar Rapids, Linn County, Iowa, 52405, United States",Iowa,223.99,1278,0.9111492281303601
191370002,40.970000000000006,-95.04472,"Viking Lake Road, Montgomery County, Iowa, 51573, United States",Iowa,371.53,1222,0.9217838765008577
191530030,41.603060000000006,-93.64306,"Polk County Health Department, 1907, Carpenter Avenue, Carpenter, Des Moines, Polk County, Iowa, 50314, United States",Iowa,282.9,1281,0.9025728987993139
201730010,37.70083,-97.31389,"1999, East 9th Street North, Wichita, Sedgwick County, Kansas, 67214, United States",Kansas,396.5,909,0.8854202401372213
201950001,38.77028,-99.76334,"Trego County, Kansas, United States",Kansas,670.78,1095,0.9152658662092624
210190017,38.45917,-82.63389000000001,"Park Street, Geigers Crossing, Ashland, Boyd County, Kentucky, 41101, United States",Kentucky,202.13,460,0.9204116638078902
210373002,39.02167,-84.47417,"Campbell County, Kentucky, 41099, United States",Kentucky,248.07,622,0.9217838765008577
210610501,37.13139,-86.14806,"Alfred Cook Road, Cedar Spring, Edmonson County, Kentucky, United States",Kentucky,231.9,707,0.9121783876500857
210670012,38.065000000000005,-84.5,"608, Chestnut Oak Way, Lexington, Fayette County, Kentucky, 40508, United States",Kentucky,298.51,626,0.911835334476844
210930006,37.706390000000006,-85.85167000000001,"Panther Lane, Indian Hills, Elizabethtown, Hardin County, Kentucky, 42701, United States",Kentucky,244.07,737,0.9231560891938251
211110051,38.06056,-85.89584,"13517, Wilken Way, Meadow Lawn, Louisville, Jefferson County, Kentucky, 40272, United States",Kentucky,135.33,749,0.9224699828473414
211110067,38.22833,-85.65417000000001,"3500, Sidney Park Drive, Louisville, Jefferson County, Kentucky, 40205, United States",Kentucky,161.26,725,0.9101200686106347
211930003,37.283060000000006,-83.22028,"Mortin Boulevard, Hazard, Perry County, Kentucky, 41701, United States",Kentucky,398.29,531,0.9221269296740995
211950002,37.482780000000005,-82.53528,"199, Loraine Street, Pikeville, Pike County, Kentucky, 41501, United States",Kentucky,206.54,467,0.9166380789022298
220330009,30.46194,-91.17667,"Office of Public Health Laboratory, East Highway Drive, Capitol View, Baton Rouge, East Baton Rouge Parish, Louisiana, 70801, United States",Louisiana,17.07,79,0.9156089193825043
220550007,30.22556,-92.04278,"Colonial Drive, Lafayette, Lafayette Parish, Louisiana, 70506, United States",Louisiana,10.98,44,0.9200686106346484
230050029,43.66,-70.26889,"Baseball field, State Street, Parkside, Portland, Cumberland County, Maine, 04101, United States",Maine,4,1,0.9166380789022298
230090103,44.376940000000005,-68.26083,"595, Eagle Lake Road, Bar Harbor, Hancock County, Maine, 04609, United States",Maine,146.13,4,0.9193825042881647
250051004,41.683060000000005,-71.16944000000001,"1012;1014, Dwelly Street, Fall River, Bristol County, Massachusetts, 02724-0300, United States",Massachusetts,54.34,2,0.8987993138936535
250095005,42.77056,-71.10278000000001,"Dr. Albert B. Consentino Middle School, Washington Street, Haverhill, Essex County, Massachusetts, 01832, United States",Massachusetts,53.6,20,0.8953687821612349
250112005,42.60556,-72.59666,"Greenfield High School, 21, Barr Avenue, Greenfield, Franklin County, Massachusetts, 01301, United States",Massachusetts,82.58,129,0.8970840480274442
250154002,42.29806000000001,-72.33417,"Quabbin Tower, Observation Tower Trail, Ware, Hampshire County, Massachusetts, United States",Massachusetts,304.26,93,0.8926243567753002
250250042,42.329170000000005,-71.08222,"13, Zeigler Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Massachusetts,7.21,3,0.9012006861063465
270031002,45.142500000000005,-93.21389,"Anoka County-Blaine Airport, Voyageur Highway, Blaine, Anoka County, Minnesota, 55112-4033, United States",Minnesota,275.08,1155,0.9200686106346484
270353204,46.39417,-94.14306,"Airport Road, Lazy Acre's Trailer Court, Crow Wing County, Minnesota, 56401, United States",Minnesota,372.11,1118,0.9224699828473414
270530962,44.96528000000001,-93.255,"1420, East 18th Street, Phillips, Minneapolis, Hennepin County, Minnesota, 55404, United States",Minnesota,258.44,1170,0.9097770154373928
270750005,47.94639,-91.49528,"Lake County, Minnesota, United States",Minnesota,521.26,853,0.9159519725557461
270834210,44.45694,-95.835,"West Channel Road, Marshall, Lyon County, Minnesota, 56258, United States",Minnesota,360.07,1361,0.913893653516295
271095008,43.99444,-92.44945,"903, 18th Street Southeast, Meadow Park, Rochester, Olmsted County, Minnesota, 55904, United States",Minnesota,313.34,1199,0.9190394511149228
271453052,45.55,-94.13306,"Talahi Community School, 1321, University Drive Southeast, St. Cloud, Sherburne County, Minnesota, 56304, United States",Minnesota,312.48,1179,0.9228130360205832
271713201,45.21056,-93.66833,"250, Central Avenue West, St. Michael, Wright County, Minnesota, 55376, United States",Minnesota,288.84,1177,0.9152658662092624
280330002,34.82056,-89.98778,"52, Vaiden Drive, Hernando, DeSoto County, Mississippi, 38632, United States",Mississippi,113.53,485,0.9204116638078902
280470008,30.390000000000004,-89.04945000000001,"3239, Hancock Avenue, Mississippi City, Gulfport, Harrison County, Mississippi, 39507, United States",Mississippi,8.43,1,0.9200686106346484
280490020,32.32889,-90.1825,"2409, North West Street, Jackson, Hinds County, Mississippi, 39202, United States",Mississippi,101.48,215,0.9200686106346484
280490021,32.34667,-90.22583,"Coleman Avenue, Jackson, Hinds County, Mississippi, 39213, United States",Mississippi,108.08,217,0.9125214408233276
290370003,38.759440000000005,-94.57972,"1850, East 203rd Street, Jaudon, Cass County, Missouri, 64012, United States",Missouri,325.89,974,0.9080617495711836
290390001,37.70083,-94.03472,"2235, East 1370 Road, Cedar County, Missouri, 64744, United States",Missouri,295.83,854,0.8816466552315609
290470005,39.30306,-94.37639,"16710, Northeast 116th Street, Chandler, Clay County, Missouri, 64060, United States",Missouri,278.91,1033,0.8933104631217839
290770036,37.25583,-93.29945,"Hillcrest High School, West Windy Ridge Lane, Springfield, Greene County, Missouri, 65803, United States",Missouri,371.54,806,0.9032590051457976
295100085,38.65639,-90.19833,"1509, Branch Street, Hyde Park, Saint Louis, Missouri, 63107, United States",Missouri,136.85,897,0.9032590051457976
300270006,47.04833000000001,-109.45528,"East Aztec Drive, Lewistown, Fergus County, Montana, 594571, United States",Montana,1263.62,963,0.9060034305317324
300490004,46.850280000000005,-111.98695,"Lewis and Clark County, Montana, United States",Montana,1192.48,777,0.9108061749571184
300630024,46.842220000000005,-114.02028,"Washburn Street, Southgate Triangle, Missoula, Missoula County, Montana, 59801, United States",Montana,969.35,624,0.918696397941681
300710010,48.3175,-107.86222,"Phillips County, Montana, 59538, United States",Montana,774.02,1065,0.9060034305317324
300830002,47.86778,-104.67667000000002,"MT 201, Girard, Richland County, Montana, United States",Montana,714.34,1287,0.878902229845626
320030298,36.04861,-115.05278,"1563, Santiago Drive, Henderson, Clark County, Nevada, 89014, United States",Nevada,561.11,374,0.9080617495711836
320031019,35.785560000000004,-115.35694,"Jean, Clark County, Nevada, 89026, United States",Nevada,921.88,334,0.9101200686106347
320310016,39.525000000000006,-119.8075,"321, State Street, Midtown, Reno, Washoe County, Nevada, 89501, United States",Nevada,1369.3,268,0.9056603773584906
320311005,39.54083,-119.74667,"USPS, Prater Way, Sparks, Washoe County, Nevada, 89431-5025, United States",Nevada,1344.03,273,0.9149228130360205
320311007,39.621390000000005,-119.71861,"Aquene Court, Sparks, Washoe County, Nevada, 89441, United States",Nevada,1367.76,280,0.9166380789022298
325100020,39.14472000000001,-119.76639000000002,"2472, Lewis Drive, Carson City, Nevada, 89701, United States",Nevada,1427.94,248,0.904631217838765
330050007,42.93028,-72.27222,"Tom's, Water Street, Keene, Cheshire County, New Hampshire, 03431, United States",New Hampshire,144.52,115,0.9217838765008577
330115001,42.86167,-71.87861000000001,"Miller State Park, Miller Park Road, Peterborough, Hillsborough County, New Hampshire, 03084, United States",New Hampshire,693.21,83,0.9197255574614065
330150018,42.8625,-71.38000000000001,"Moose Hill School, Pond View Trail, Londonderry, Rockingham County, New Hampshire, 03053, United States",New Hampshire,106.03,42,0.9097770154373928
340010006,39.46472,-74.44861,"Atmoshpere Monitoring Station, Lily Lake Drive, Smithville, Galloway Township, Atlantic County, New Jersey, 08220, United States",New Jersey,4.44,0,0.7715265866209262
340070002,39.93444,-75.12527,"Macedonia AME Church, Spruce Street, Central Waterfront, Whitman Park, Camden, Camden County, New Jersey, 08103, United States",New Jersey,2.62,28,0.7471698113207548
340110007,39.42222,-75.025,"Millville, Cumberland County, New Jersey, 08331, United States",New Jersey,23.42,21,0.7437392795883362
340130003,40.72083000000001,-74.19278,"77, Hillside Avenue, Newark, Essex County, New Jersey, 07108, United States",New Jersey,28.79,4,0.7780445969125215
340190001,40.515,-74.80666000000001,"Old York Road, Voorhees Corner, Raritan Township, Hunterdon County, New Jersey, 08887, United States",New Jersey,46.75,44,0.8518010291595197
340210005,40.283060000000006,-74.7425,"Rider University, I 295, Lewisville, Lawrence Township, Mercer County, New Jersey, 08648, United States",New Jersey,30.56,45,0.7807890222984563
340230011,40.461940000000006,-74.42917,"Hort Farm No. 3 - Greenhouse 6-A, Lakeside Drive, East Brunswick Township, Middlesex County, New Jersey, 08901, United States",New Jersey,20.36,13,0.8037735849056604
350010023,35.13528,-106.58444,"4748, San Mateo Lane Northeast, The Lakes Apartments, Albuquerque, Bernalillo County, New Mexico, 87109, United States",New Mexico,1588.9,749,0.9156089193825043
350490021,35.61972,-106.07944,"166, Aviation Drive, Santa Fe, Santa Fe County, New Mexico, 87507, United States",New Mexico,1928.06,816,0.9176672384219554
370670030,36.025830000000006,-80.34167000000001,"Fraternity Church Road, Muddy Creek, Forsyth County, North Carolina, 27127, United States",North Carolina,244.44,288,0.9180102915951973
371830014,35.855830000000005,-78.57417000000001,"Primary Beginnings Child Care Center, 4001, Spring Forest Road, Mini City, Raleigh, Wake County, North Carolina, 27616-4605, United States",North Carolina,103.22,148,0.9005145797598628
380570004,47.29833000000001,-101.76667,"North Beulah Mine Wildlife Management Area, Tianamen Square, Mercer County, North Dakota, 58523, United States",North Dakota,626.21,1231,0.911492281303602
381050003,48.15278000000001,-103.63944,"1111, 10th Street West, Williston, Williams County, North Dakota, 58801, United States",North Dakota,583.61,1218,0.9132075471698113
390030009,40.77083,-84.05389000000001,"Bath Local Schools, Autumn Ridge Drive, Bath Township, Allen County, Ohio, 45801, United States",Ohio,267.95,628,0.9166380789022298
390350060,41.49194000000001,-81.67834,"East 14th Street, Gateway District, Tremont, Cleveland, Cuyahoga County, Ohio, 44115, United States",Ohio,206.14,491,0.9073756432246998
390610006,39.27861,-84.36611,"Grooms Road, ODOT Blue Ash Outpost, Blue Ash, Sycamore Township, Hamilton County, Ohio, 45242, United States",Ohio,262.59,616,0.918696397941681
390610040,39.12861,-84.50389000000001,"260, William Howard Taft Road, Corryville, Cincinnati, Hamilton County, Ohio, 45219, United States",Ohio,258.85,625,0.9176672384219554
390810017,40.36639,-80.61555000000001,"621, Logan Street, North Street Historic District, Steubenville, Jefferson County, Ohio, 43952, United States",Ohio,220.03,347,0.9193825042881647
390870012,38.50806,-82.65916,"Commerce Drive, Ironton, Lawrence County, Ohio, 45638, United States",Ohio,169.09,463,0.9190394511149228
390950024,41.643890000000006,-83.54611000000001,"142, Tecumseh Street, Middle Grounds, Toledo, Lucas County, Ohio, 43604, United States",Ohio,179.05,631,0.8953687821612349
400190297,34.25667,-97.47417,"976, Airport Road, Healdton, Carter County, Oklahoma, 73438, United States",Oklahoma,289.64,555,0.9248713550600343
400270049,35.32,-97.48805,"Southwest 19th Street, Moore, Cleveland County, Oklahoma, 73160, United States",Oklahoma,371.92,664,0.9245283018867925
400310651,34.632780000000004,-98.42861,"2318, Northwest Williams Avenue, Lawton, Comanche County, Oklahoma, 73505, United States",Oklahoma,358.42,633,0.9245283018867925
400430860,36.15889,-98.93528,"County Road, Seiling, Dewey County, Oklahoma, 73663, United States",Oklahoma,532.95,804,0.9245283018867925
401210415,34.90583,-95.79389,"Broom Road, Pittsburg County, Oklahoma, United States",Oklahoma,270.49,574,0.9234991423670669
401430174,35.9525,-96.00305,"Warrior Road, Glenpool, Tulsa County, Oklahoma, 74033, United States",Oklahoma,216.49,690,0.9248713550600343
410050004,45.259170000000005,-122.58806,"South Spangler Road, Clackamas County, Oregon, 97042, United States",Oregon,172.33,104,0.9238421955403088
410090004,45.768330000000006,-122.77194,"Reeder Road, Columbia County, Oregon, United States",Oregon,6.26,72,0.9214408233276158
410390060,44.02611,-123.08361,"Amazon Dog Park, Amazon Path, Woodfield Microhood, College Hill, Eugene, Lane County, Oregon, 97405-4224, United States",Oregon,133.54,84,0.9224699828473414
410470041,44.94306,-123.00584,"912, 23rd Street Northeast, Salem, Marion County, Oregon, 97301, United States",Oregon,61.11,80,0.9228130360205832
420010001,39.92306000000001,-77.30805000000001,"Winding Road, Bridgeport, Adams County, Pennsylvania, 17307, United States",Pennsylvania,266.86,92,0.9173241852487135
420030008,40.46556,-79.96083,"Arsenal Cider House, 300, 39th Street, Lower Lawrenceville, Pittsburgh, Allegheny County, Pennsylvania, 15201, United States",Pennsylvania,255.66,308,0.9193825042881647
420050001,40.81417,-79.56500000000001,"321, Glade Drive, East Franklin Township, Armstrong County, Pennsylvania, 16201, United States",Pennsylvania,349.1,303,0.9197255574614065
420150011,41.705000000000005,-76.5125,"Monroe Franklin Elementary School (closed), PA 414, Franklindale, Bradford County, Pennsylvania, 18832, United States",Pennsylvania,251.28,227,0.9145797598627787
420270100,40.81139,-77.87666,"Air Quality Learning and Demonstration Center, Air Quality Lane, Ferguson Township, Centre County, Pennsylvania, 16803-3073, United States",Pennsylvania,347.46,201,0.9121783876500857
420450002,39.83556,-75.3725,"Lot A, Norris Street, South Chester, Chester, Delaware County, Pennsylvania, 19013, United States",Pennsylvania,2.53,6,0.9135506003430531
420710007,40.046670000000006,-76.28306,"1193, Grofftown Road, Lancaster, Grandview Heights, Lancaster County, Pennsylvania, 17602, United States",Pennsylvania,98.54,56,0.9210977701543739
420710012,40.043890000000005,-76.11250000000001,"3555, West Newport Road, Intercourse, Lancaster County, Pennsylvania, 17572, United States",Pennsylvania,115.66,51,0.9238421955403088
420770004,40.61167,-75.4325,"South Maxwell Street, Dutch Hill, Allentown, Lehigh County, Pennsylvania, 18109, United States",Pennsylvania,163.61,89,0.9149228130360205
420850100,41.215,-80.48500000000001,"Sharon New Castle Road, Farrell, Mercer County, Pennsylvania, 16121, United States",Pennsylvania,333.63,393,0.9231560891938251
